"","Open","High","Low","Close","Med","CO"
"2016-11-18 09:00:00",1.10876,1.10926,1.10869,1.10914,1.108975,0.000380000000000047
"2016-11-18 09:30:00",1.10916,1.10944,1.10898,1.10922,1.10921,6.0000000000171e-05
"2016-11-18 10:00:00",1.10922,1.10982,1.10913,1.10969,1.109475,0.00046999999999997
"2016-11-18 10:30:00",1.10967,1.10978,1.1094,1.10965,1.10959,-1.9999999999909e-05
"2016-11-18 11:00:00",1.10963,1.10963,1.10934,1.10951,1.109485,-0.000119999999999898
"2016-11-18 11:30:00",1.10961,1.10978,1.10948,1.10963,1.10963,1.9999999999909e-05
"2016-11-18 12:00:00",1.10964,1.10989,1.10957,1.10973,1.10973,9.00000000001455e-05
"2016-11-18 12:30:00",1.10973,1.10981,1.10941,1.10961,1.10961,-0.00012000000000012
"2016-11-18 13:00:00",1.10961,1.10963,1.10929,1.10934,1.10946,-0.000269999999999992
"2016-11-18 13:30:00",1.10934,1.10947,1.1091,1.1091,1.109285,-0.000240000000000018
"2016-11-18 14:00:00",1.1091,1.11056,1.10909,1.1102,1.109825,0.0011000000000001
"2016-11-18 14:30:00",1.11019,1.11071,1.11008,1.11016,1.110395,-2.99999999999745e-05
"2016-11-18 15:00:00",1.11015,1.11128,1.10985,1.11126,1.110565,0.00110999999999994
"2016-11-18 15:30:00",1.11126,1.11138,1.11054,1.11127,1.11096,1.00000000000655e-05
"2016-11-18 16:00:00",1.11127,1.11256,1.11127,1.11253,1.111915,0.00126000000000004
"2016-11-18 16:30:00",1.11252,1.11255,1.11142,1.11175,1.111985,-0.000769999999999937
"2016-11-18 17:00:00",1.11175,1.11233,1.11145,1.11157,1.11189,-0.000180000000000069
"2016-11-18 17:30:00",1.11157,1.11213,1.11146,1.11204,1.111795,0.00046999999999997
"2016-11-18 18:00:00",1.11205,1.11206,1.11141,1.11145,1.111735,-0.000599999999999934
"2016-11-18 18:30:00",1.11146,1.11158,1.1109,1.11094,1.11124,-0.000519999999999854
"2016-11-18 19:00:00",1.11091,1.1111,1.11081,1.11101,1.110955,9.9999999999989e-05
"2016-11-18 19:30:00",1.11101,1.11183,1.11099,1.11173,1.11141,0.000720000000000054
"2016-11-18 20:00:00",1.11174,1.11203,1.11131,1.11141,1.11167,-0.000329999999999941
"2016-11-18 20:30:00",1.11143,1.11254,1.11141,1.11182,1.111975,0.000390000000000112
"2016-11-18 21:00:00",1.11182,1.11249,1.11145,1.11207,1.11197,0.000249999999999861
"2016-11-18 21:30:00",1.11207,1.1121,1.11003,1.11048,1.111065,-0.00158999999999998
"2016-11-20 21:00:00",1.11049,1.11087,1.10936,1.10971,1.110115,-0.000780000000000003
"2016-11-20 21:30:00",1.1097,1.11006,1.10927,1.10942,1.109665,-0.000279999999999836
"2016-11-20 22:00:00",1.10943,1.11033,1.10937,1.10953,1.10985,9.9999999999989e-05
"2016-11-20 22:30:00",1.10953,1.11001,1.10861,1.109,1.10931,-0.000529999999999919
"2016-11-20 23:00:00",1.10903,1.10917,1.10826,1.10839,1.108715,-0.000639999999999974
"2016-11-20 23:30:00",1.10839,1.10839,1.10703,1.10743,1.10771,-0.000960000000000072
"2016-11-21 00:00:00",1.10744,1.10774,1.10651,1.1074,1.107125,-4.000000000004e-05
"2016-11-21 00:30:00",1.10738,1.10759,1.10598,1.10657,1.106785,-0.000809999999999977
"2016-11-21 01:00:00",1.10658,1.10741,1.10607,1.10645,1.10674,-0.000129999999999963
"2016-11-21 01:30:00",1.10646,1.10683,1.10596,1.10666,1.106395,0.000199999999999978
"2016-11-21 02:00:00",1.10666,1.10736,1.10646,1.10708,1.10691,0.000420000000000087
"2016-11-21 02:30:00",1.10708,1.10763,1.10592,1.1072,1.106775,0.000119999999999898
"2016-11-21 03:00:00",1.10721,1.10831,1.10715,1.10829,1.10773,0.00107999999999997
"2016-11-21 03:30:00",1.10829,1.10901,1.10797,1.10882,1.10849,0.000529999999999919
"2016-11-21 04:00:00",1.10883,1.10954,1.10866,1.10949,1.1091,0.000660000000000105
"2016-11-21 04:30:00",1.10949,1.10996,1.10924,1.10938,1.1096,-0.000110000000000054
"2016-11-21 05:00:00",1.10938,1.11006,1.10927,1.10955,1.109665,0.000170000000000003
"2016-11-21 05:30:00",1.10956,1.11117,1.10951,1.11046,1.11034,0.000899999999999901
"2016-11-21 06:00:00",1.11047,1.11126,1.10991,1.11121,1.110585,0.000739999999999963
"2016-11-21 06:30:00",1.11121,1.112,1.11105,1.11124,1.111525,2.99999999999745e-05
"2016-11-21 07:00:00",1.11125,1.1113,1.11045,1.11048,1.110875,-0.000770000000000159
"2016-11-21 07:30:00",1.11045,1.11135,1.11043,1.11132,1.11089,0.000870000000000148
"2016-11-21 08:00:00",1.11134,1.11134,1.10998,1.11062,1.11066,-0.000720000000000054
"2016-11-21 08:30:00",1.11061,1.11105,1.11038,1.11044,1.110715,-0.000170000000000003
"2016-11-21 09:00:00",1.11046,1.1112,1.11041,1.11046,1.110805,0
"2016-11-21 09:30:00",1.11046,1.11065,1.11031,1.11057,1.11048,0.000110000000000054
"2016-11-21 10:00:00",1.11057,1.11077,1.1104,1.11055,1.110585,-2.0000000000131e-05
"2016-11-21 10:30:00",1.11066,1.11094,1.11049,1.11059,1.110715,-7.00000000000145e-05
"2016-11-21 11:00:00",1.1106,1.11069,1.11038,1.11051,1.110535,-8.99999999999235e-05
"2016-11-21 11:30:00",1.11052,1.11063,1.1099,1.10993,1.110265,-0.000589999999999868
"2016-11-21 12:00:00",1.10992,1.11032,1.10978,1.1099,1.11005,-1.9999999999909e-05
"2016-11-21 12:30:00",1.1099,1.11022,1.10957,1.11001,1.109895,0.000109999999999832
"2016-11-21 13:00:00",1.11001,1.11037,1.1098,1.11015,1.110085,0.000140000000000029
"2016-11-21 13:30:00",1.11016,1.11075,1.1101,1.11037,1.110425,0.000210000000000043
"2016-11-21 14:00:00",1.11037,1.11058,1.10925,1.10928,1.109915,-0.00109000000000004
"2016-11-21 14:30:00",1.10922,1.10961,1.10874,1.10918,1.109175,-4.000000000004e-05
"2016-11-21 15:00:00",1.10917,1.10933,1.10904,1.10908,1.109185,-8.99999999999235e-05
"2016-11-21 15:30:00",1.10908,1.10965,1.10898,1.10949,1.109315,0.000410000000000021
"2016-11-21 16:00:00",1.10951,1.1096,1.10934,1.10945,1.10947,-5.9999999999949e-05
"2016-11-21 16:30:00",1.10944,1.10955,1.10928,1.10949,1.109415,5.00000000001055e-05
"2016-11-21 17:00:00",1.10947,1.1096,1.10936,1.10943,1.10948,-4.000000000004e-05
"2016-11-21 17:30:00",1.10943,1.10963,1.10913,1.10923,1.10938,-0.000199999999999978
"2016-11-21 18:00:00",1.10922,1.10939,1.10863,1.10875,1.10901,-0.000470000000000192
"2016-11-21 18:30:00",1.10876,1.10994,1.10875,1.10975,1.109345,0.000990000000000046
"2016-11-21 19:00:00",1.10975,1.11021,1.10927,1.10999,1.10974,0.000240000000000018
"2016-11-21 19:30:00",1.10998,1.11069,1.10956,1.10964,1.110125,-0.000340000000000007
"2016-11-21 20:00:00",1.10964,1.10969,1.10924,1.10961,1.109465,-2.99999999999745e-05
"2016-11-21 20:30:00",1.1096,1.1107,1.10956,1.11037,1.11013,0.000770000000000159
"2016-11-21 21:00:00",1.11038,1.11045,1.10939,1.10984,1.10992,-0.000539999999999985
"2016-11-21 21:30:00",1.10984,1.1101,1.10878,1.10931,1.10944,-0.000529999999999919
"2016-11-21 22:00:00",1.10931,1.11017,1.10929,1.10994,1.10973,0.000629999999999908
"2016-11-21 22:30:00",1.10992,1.11037,1.10957,1.1101,1.10997,0.000180000000000069
"2016-11-21 23:00:00",1.1101,1.11011,1.10921,1.10972,1.10966,-0.000380000000000047
"2016-11-21 23:30:00",1.10972,1.11011,1.10905,1.10983,1.10958,0.000110000000000054
"2016-11-22 00:00:00",1.10982,1.11032,1.10955,1.11029,1.109935,0.00046999999999997
"2016-11-22 00:30:00",1.11029,1.11144,1.10965,1.11,1.110545,-0.000289999999999901
"2016-11-22 01:00:00",1.11001,1.11053,1.10793,1.10944,1.10923,-0.000569999999999959
"2016-11-22 01:30:00",1.10943,1.11057,1.10871,1.1093,1.10964,-0.000129999999999963
"2016-11-22 02:00:00",1.10931,1.11043,1.1087,1.10992,1.109565,0.000609999999999999
"2016-11-22 02:30:00",1.10991,1.11116,1.1097,1.11081,1.11043,0.000900000000000123
"2016-11-22 03:00:00",1.11084,1.11187,1.11062,1.11141,1.111245,0.000569999999999959
"2016-11-22 03:30:00",1.11143,1.11223,1.11123,1.11189,1.11173,0.000460000000000127
"2016-11-22 04:00:00",1.11189,1.11242,1.1113,1.11204,1.11186,0.000149999999999872
"2016-11-22 04:30:00",1.11202,1.11261,1.11178,1.11228,1.112195,0.000259999999999927
"2016-11-22 05:00:00",1.11229,1.11234,1.1118,1.11191,1.11207,-0.000380000000000047
"2016-11-22 05:30:00",1.11193,1.1121,1.11148,1.11175,1.11179,-0.000180000000000069
"2016-11-22 06:00:00",1.11175,1.11192,1.1112,1.11139,1.11156,-0.000359999999999916
"2016-11-22 06:30:00",1.11139,1.11196,1.11135,1.11179,1.111655,0.000399999999999956
"2016-11-22 07:00:00",1.11179,1.11211,1.11167,1.11187,1.11189,7.9999999999858e-05
"2016-11-22 07:30:00",1.11185,1.11228,1.11185,1.11224,1.112065,0.00038999999999989
"2016-11-22 08:00:00",1.11222,1.11375,1.11218,1.11373,1.112965,0.00151000000000012
"2016-11-22 08:30:00",1.11372,1.11376,1.11293,1.11326,1.113345,-0.000460000000000127
"2016-11-22 09:00:00",1.11325,1.1141,1.11318,1.11399,1.11364,0.000739999999999963
"2016-11-22 09:30:00",1.10583,1.10974,1.10577,1.10852,1.107755,0.00268999999999986
"2016-11-22 10:00:00",1.10854,1.10878,1.10793,1.10857,1.108355,2.99999999999745e-05
"2016-11-22 10:30:00",1.10857,1.10901,1.10824,1.10866,1.108625,8.99999999999235e-05
"2016-11-22 11:00:00",1.10865,1.1099,1.10833,1.10943,1.109115,0.000780000000000003
"2016-11-22 11:30:00",1.10943,1.11098,1.10934,1.11095,1.11016,0.00152000000000019
"2016-11-22 12:00:00",1.11096,1.11096,1.10941,1.10985,1.110185,-0.00110999999999994
"2016-11-22 12:30:00",1.10985,1.1106,1.10966,1.11005,1.11013,0.000199999999999978
"2016-11-22 13:00:00",1.11004,1.1101,1.10904,1.10939,1.10957,-0.000649999999999817
"2016-11-22 13:30:00",1.10939,1.10977,1.10827,1.10827,1.10902,-0.00112000000000001
"2016-11-22 14:00:00",1.10831,1.10836,1.10725,1.10763,1.107805,-0.000680000000000014
"2016-11-22 14:30:00",1.10762,1.10795,1.10723,1.10774,1.10759,0.000119999999999898
"2016-11-22 15:00:00",1.10774,1.10804,1.10769,1.10792,1.107865,0.000180000000000069
"2016-11-22 15:30:00",1.10795,1.10828,1.10779,1.10823,1.108035,0.000280000000000058
"2016-11-22 16:00:00",1.10823,1.10852,1.10718,1.10727,1.10785,-0.000960000000000072
"2016-11-22 16:30:00",1.10726,1.10745,1.10674,1.10681,1.107095,-0.000449999999999839
"2016-11-22 17:00:00",1.10681,1.10731,1.10662,1.10731,1.106965,0.000499999999999945
"2016-11-22 17:30:00",1.10733,1.10738,1.1067,1.10698,1.10704,-0.00034999999999985
"2016-11-22 18:00:00",1.10698,1.10715,1.10635,1.10638,1.10675,-0.000600000000000156
"2016-11-22 18:30:00",1.1064,1.10667,1.10547,1.10583,1.10607,-0.000569999999999959
"2016-11-22 19:00:00",1.10583,1.10659,1.10547,1.10586,1.10603,2.99999999999745e-05
"2016-11-22 19:30:00",1.10585,1.10601,1.10525,1.10598,1.10563,0.000129999999999963
"2016-11-22 20:00:00",1.10598,1.10614,1.10485,1.10487,1.105495,-0.00110999999999994
"2016-11-22 20:30:00",1.10486,1.10534,1.10479,1.10509,1.105065,0.000229999999999952
"2016-11-22 21:00:00",1.10508,1.10609,1.10498,1.10597,1.105535,0.000889999999999835
"2016-11-22 21:30:00",1.10597,1.10731,1.10596,1.10711,1.106635,0.00114000000000014
"2016-11-22 22:00:00",1.10711,1.10714,1.10634,1.10696,1.10674,-0.000150000000000095
"2016-11-22 22:30:00",1.10699,1.10699,1.10629,1.10643,1.10664,-0.000559999999999894
"2016-11-22 23:00:00",1.10642,1.10656,1.10592,1.10631,1.10624,-0.000110000000000054
"2016-11-22 23:30:00",1.10628,1.10723,1.10611,1.10721,1.10667,0.000930000000000097
"2016-11-23 00:00:00",1.10719,1.1072,1.10617,1.10623,1.106685,-0.00095999999999985
"2016-11-23 00:30:00",1.10625,1.10653,1.10565,1.10596,1.10609,-0.000289999999999901
"2016-11-23 01:00:00",1.10597,1.10626,1.10548,1.10571,1.10587,-0.000259999999999927
"2016-11-23 01:30:00",1.1057,1.10599,1.10545,1.10588,1.10572,0.000180000000000069
"2016-11-23 02:00:00",1.10589,1.10601,1.10469,1.10498,1.10535,-0.000909999999999966
"2016-11-23 02:30:00",1.10497,1.10502,1.10332,1.10347,1.10417,-0.00150000000000006
"2016-11-23 03:00:00",1.10347,1.10379,1.10304,1.10333,1.103415,-0.000140000000000029
"2016-11-23 03:30:00",1.10333,1.10417,1.10295,1.10389,1.10356,0.000560000000000116
"2016-11-23 04:00:00",1.1039,1.10415,1.10333,1.10367,1.10374,-0.000230000000000175
"2016-11-23 04:30:00",1.10367,1.10376,1.1033,1.1033,1.10353,-0.000369999999999981
"2016-11-23 05:00:00",1.10331,1.1043,1.1027,1.10426,1.1035,0.000950000000000006
"2016-11-23 05:30:00",1.10425,1.10425,1.10312,1.10354,1.103685,-0.000709999999999988
"2016-11-23 06:00:00",1.10354,1.10384,1.10332,1.10381,1.10358,0.000269999999999992
"2016-11-23 06:30:00",1.10381,1.10406,1.10365,1.1037,1.103855,-0.000110000000000054
"2016-11-23 07:00:00",1.10372,1.10389,1.10345,1.10375,1.10367,2.99999999999745e-05
"2016-11-23 07:30:00",1.10376,1.1046,1.1036,1.10447,1.1041,0.000709999999999988
"2016-11-23 08:00:00",1.10445,1.10467,1.1042,1.10445,1.104435,0
"2016-11-23 08:30:00",1.10444,1.10444,1.10405,1.10421,1.104245,-0.000230000000000175
"2016-11-23 09:00:00",1.10421,1.10429,1.10379,1.10401,1.10404,-0.000199999999999978
"2016-11-23 09:30:00",1.10406,1.10459,1.10394,1.1044,1.104265,0.000340000000000007
"2016-11-23 10:00:00",1.10439,1.10469,1.10413,1.10427,1.10441,-0.000119999999999898
"2016-11-23 10:30:00",1.10423,1.10485,1.10416,1.10421,1.104505,-2.0000000000131e-05
"2016-11-23 11:00:00",1.1042,1.10493,1.10418,1.10486,1.104555,0.000659999999999883
"2016-11-23 11:30:00",1.10486,1.10486,1.10399,1.10413,1.104425,-0.000729999999999897
"2016-11-23 12:00:00",1.10414,1.10433,1.10392,1.10408,1.104125,-5.9999999999949e-05
"2016-11-23 12:30:00",1.10408,1.10432,1.10323,1.10352,1.103775,-0.000559999999999894
"2016-11-23 13:00:00",1.10353,1.10391,1.10344,1.10382,1.103675,0.000290000000000123
"2016-11-23 13:30:00",1.1038,1.1038,1.10314,1.10319,1.10347,-0.000609999999999999
"2016-11-23 14:00:00",1.1032,1.10346,1.10291,1.10322,1.103185,2.0000000000131e-05
"2016-11-23 14:30:00",1.10321,1.10373,1.10304,1.10361,1.103385,0.000399999999999956
"2016-11-23 15:00:00",1.10362,1.10395,1.10351,1.10383,1.10373,0.000210000000000043
"2016-11-23 15:30:00",1.10381,1.10399,1.10375,1.10391,1.10387,9.9999999999989e-05
"2016-11-23 16:00:00",1.10391,1.10414,1.10378,1.10414,1.10396,0.000229999999999952
"2016-11-23 16:30:00",1.10414,1.10436,1.10405,1.10429,1.104205,0.000150000000000095
"2016-11-23 17:00:00",1.10431,1.10436,1.10417,1.1042,1.104265,-0.000109999999999832
"2016-11-23 17:30:00",1.10419,1.10454,1.10419,1.10453,1.104365,0.000340000000000007
"2016-11-23 18:00:00",1.10452,1.10455,1.1043,1.10438,1.104425,-0.000140000000000029
"2016-11-23 18:30:00",1.10437,1.10495,1.10435,1.10483,1.10465,0.000459999999999905
"2016-11-23 19:00:00",1.10483,1.10562,1.10465,1.10548,1.105135,0.000650000000000039
"2016-11-23 19:30:00",1.1055,1.10666,1.10547,1.10586,1.106065,0.000360000000000138
"2016-11-23 20:00:00",1.10585,1.10648,1.10576,1.10606,1.10612,0.000210000000000043
"2016-11-23 20:30:00",1.10605,1.10606,1.10527,1.10549,1.105665,-0.000559999999999894
"2016-11-23 21:00:00",1.1055,1.10562,1.10493,1.10497,1.105275,-0.000529999999999919
"2016-11-23 21:30:00",1.10497,1.10508,1.10454,1.1049,1.10481,-7.00000000000145e-05
"2016-11-23 22:00:00",1.10489,1.10509,1.10441,1.10453,1.10475,-0.000359999999999916
"2016-11-23 22:30:00",1.10452,1.10486,1.1043,1.10479,1.10458,0.000269999999999992
"2016-11-23 23:00:00",1.10479,1.1049,1.10409,1.10423,1.104495,-0.000559999999999894
"2016-11-23 23:30:00",1.10424,1.10424,1.10355,1.10381,1.103895,-0.000430000000000152
"2016-11-24 00:00:00",1.10382,1.10404,1.10362,1.10374,1.10383,-8.000000000008e-05
"2016-11-24 00:30:00",1.10375,1.10427,1.10352,1.10391,1.103895,0.000159999999999938
"2016-11-24 01:00:00",1.10391,1.10469,1.10372,1.10469,1.104205,0.000780000000000003
"2016-11-24 01:30:00",1.10468,1.10472,1.10372,1.10457,1.10422,-0.000110000000000054
"2016-11-24 02:00:00",1.10458,1.10491,1.1042,1.10481,1.104555,0.000230000000000175
"2016-11-24 02:30:00",1.10482,1.10516,1.10471,1.10513,1.104935,0.000310000000000032
"2016-11-24 03:00:00",1.10513,1.10537,1.10456,1.10458,1.104965,-0.00055000000000005
"2016-11-24 03:30:00",1.10458,1.10511,1.10424,1.10456,1.104675,-1.9999999999909e-05
"2016-11-24 04:00:00",1.10455,1.10473,1.10336,1.10345,1.104045,-0.00109999999999988
"2016-11-24 04:30:00",1.10345,1.10345,1.10195,1.10216,1.1027,-0.00129000000000001
"2016-11-24 05:00:00",1.10215,1.10263,1.10198,1.10227,1.102305,0.00012000000000012
"2016-11-24 05:30:00",1.10225,1.10306,1.10191,1.1022,1.102485,-4.99999999998835e-05
"2016-11-24 06:00:00",1.1022,1.1022,1.10082,1.10159,1.10151,-0.000609999999999999
"2016-11-24 06:30:00",1.10159,1.10237,1.10121,1.10227,1.10179,0.000680000000000014
"2016-11-24 07:00:00",1.10226,1.10312,1.10226,1.10294,1.10269,0.000680000000000014
"2016-11-24 07:30:00",1.10293,1.10339,1.10218,1.10231,1.102785,-0.000620000000000065
"2016-11-24 08:00:00",1.10231,1.10242,1.10137,1.10141,1.101895,-0.000899999999999901
"2016-11-24 08:30:00",1.10142,1.10207,1.10127,1.10184,1.10167,0.000419999999999865
"2016-11-24 09:00:00",1.10183,1.10279,1.10168,1.10248,1.102235,0.000649999999999817
"2016-11-24 09:30:00",1.10243,1.10292,1.10126,1.1018,1.10209,-0.00063000000000013
"2016-11-24 10:00:00",1.1018,1.10189,1.10088,1.10122,1.101385,-0.000579999999999803
"2016-11-24 10:30:00",1.10122,1.10126,1.10045,1.10097,1.100855,-0.000250000000000083
"2016-11-24 11:00:00",1.10096,1.10208,1.10095,1.10173,1.101515,0.000770000000000159
"2016-11-24 11:30:00",1.10174,1.1052,1.10172,1.10196,1.10346,0.000220000000000109
"2016-11-24 12:00:00",1.10196,1.1051,1.09919,1.09942,1.102145,-0.00253999999999999
"2016-11-24 12:30:00",1.09942,1.10244,1.09891,1.10173,1.100675,0.00231000000000003
"2016-11-24 13:00:00",1.10182,1.10459,1.10111,1.10403,1.10285,0.00221000000000005
"2016-11-24 13:30:00",1.1041,1.11707,1.1041,1.11295,1.110585,0.00885000000000002
"2016-11-24 14:00:00",1.11298,1.11687,1.11234,1.1124,1.114605,-0.000580000000000025
"2016-11-24 14:30:00",1.1124,1.12232,1.11184,1.12174,1.11708,0.0093399999999999
"2016-11-24 15:00:00",1.12174,1.12314,1.11929,1.12296,1.121215,0.00122
"2016-11-24 15:30:00",1.12296,1.1266,1.11927,1.11968,1.122935,-0.00327999999999995
"2016-11-24 16:00:00",1.11975,1.12824,1.11967,1.12742,1.123955,0.00767000000000007
"2016-11-24 16:30:00",1.12748,1.1299,1.12585,1.12671,1.127875,-0.000769999999999937
"2016-11-24 17:00:00",1.12669,1.1291,1.126,1.12744,1.12755,0.000750000000000028
"2016-11-24 17:30:00",1.12744,1.12764,1.12177,1.12569,1.124705,-0.00174999999999992
"2016-11-24 18:00:00",1.1257,1.1259,1.11988,1.12195,1.12289,-0.00374999999999992
"2016-11-24 18:30:00",1.12195,1.12261,1.1176,1.12113,1.120105,-0.000820000000000043
"2016-11-24 19:00:00",1.12113,1.12201,1.11058,1.11169,1.116295,-0.00943999999999989
"2016-11-24 19:30:00",1.11168,1.11346,1.10802,1.11161,1.11074,-7.00000000000145e-05
"2016-11-24 20:00:00",1.1116,1.11263,1.10993,1.1105,1.11128,-0.00109999999999988
"2016-11-24 20:30:00",1.1105,1.11064,1.10678,1.10685,1.10871,-0.00365000000000015
"2016-11-24 21:00:00",1.10689,1.10699,1.1029,1.1051,1.104945,-0.00178999999999996
"2016-11-24 21:30:00",1.10509,1.10869,1.10427,1.1086,1.10648,0.00351000000000012
"2016-11-24 22:00:00",1.1086,1.11041,1.10776,1.10911,1.109085,0.00051000000000001
"2016-11-24 22:30:00",1.10912,1.11078,1.10892,1.10991,1.10985,0.000789999999999846
"2016-11-24 23:00:00",1.10992,1.11036,1.10901,1.10902,1.109685,-0.000900000000000123
"2016-11-24 23:30:00",1.10901,1.10912,1.10377,1.10538,1.106445,-0.00363000000000002
"2016-11-25 00:00:00",1.10538,1.10582,1.10219,1.10263,1.104005,-0.00275000000000003
"2016-11-25 00:30:00",1.10264,1.10265,1.09977,1.10231,1.10121,-0.000330000000000163
"2016-11-25 01:00:00",1.10232,1.1036,1.10083,1.1009,1.102215,-0.00141999999999998
"2016-11-25 01:30:00",1.1009,1.10124,1.09686,1.09704,1.09905,-0.00385999999999997
"2016-11-25 02:00:00",1.09703,1.09793,1.095,1.09506,1.096465,-0.00197000000000003
"2016-11-25 02:30:00",1.09506,1.09661,1.09404,1.09566,1.095325,0.000600000000000156
"2016-11-25 03:00:00",1.09566,1.09632,1.09299,1.0948,1.094655,-0.000860000000000083
"2016-11-25 03:30:00",1.09476,1.09572,1.09366,1.09392,1.09469,-0.000839999999999952
"2016-11-25 04:00:00",1.09391,1.09513,1.09372,1.09502,1.094425,0.00111000000000017
"2016-11-25 04:30:00",1.09502,1.09515,1.09226,1.09313,1.093705,-0.00189000000000017
"2016-11-25 05:00:00",1.09313,1.09462,1.09308,1.09379,1.09385,0.000660000000000105
"2016-11-25 05:30:00",1.0938,1.09468,1.09323,1.09413,1.093955,0.000329999999999941
"2016-11-25 06:00:00",1.09411,1.09482,1.09292,1.09307,1.09387,-0.00103999999999993
"2016-11-25 06:30:00",1.0931,1.09341,1.09195,1.0923,1.09268,-0.000799999999999912
"2016-11-25 07:00:00",1.0923,1.09373,1.09211,1.09316,1.09292,0.000859999999999861
"2016-11-25 07:30:00",1.09316,1.09412,1.09272,1.0931,1.09342,-5.9999999999949e-05
"2016-11-25 08:00:00",1.09304,1.09306,1.09087,1.09089,1.091965,-0.0021500000000001
"2016-11-25 08:30:00",1.09089,1.0917,1.09067,1.09149,1.091185,0.000600000000000156
"2016-11-25 09:00:00",1.09149,1.09153,1.09072,1.09086,1.091125,-0.00063000000000013
"2016-11-25 09:30:00",1.09072,1.09197,1.09072,1.0916,1.091345,0.000879999999999992
"2016-11-25 10:00:00",1.09161,1.09233,1.09156,1.09201,1.091945,0.000399999999999956
"2016-11-25 10:30:00",1.09201,1.09247,1.0915,1.09178,1.091985,-0.000229999999999952
"2016-11-25 11:00:00",1.09177,1.09193,1.09154,1.09189,1.091735,0.00012000000000012
"2016-11-25 11:30:00",1.09189,1.09316,1.0915,1.09314,1.09233,0.00124999999999997
"2016-11-25 12:00:00",1.09314,1.09315,1.09255,1.09262,1.09285,-0.000520000000000076
"2016-11-25 12:30:00",1.09261,1.09267,1.09134,1.09222,1.092005,-0.000390000000000112
"2016-11-25 13:00:00",1.09218,1.09366,1.09202,1.09342,1.09284,0.00124000000000013
"2016-11-25 13:30:00",1.09341,1.09472,1.09325,1.09433,1.093985,0.000920000000000032
"2016-11-25 14:00:00",1.09435,1.09531,1.09402,1.09412,1.094665,-0.000229999999999952
"2016-11-25 14:30:00",1.09413,1.09423,1.09362,1.09404,1.093925,-9.00000000001455e-05
"2016-11-25 15:00:00",1.09404,1.09457,1.09361,1.09366,1.09409,-0.000379999999999825
"2016-11-25 15:30:00",1.09366,1.09366,1.09221,1.0927,1.092935,-0.000960000000000072
"2016-11-25 16:00:00",1.09271,1.09302,1.09219,1.09253,1.092605,-0.000180000000000069
"2016-11-25 16:30:00",1.09254,1.09323,1.0925,1.09309,1.092865,0.000549999999999828
"2016-11-25 17:00:00",1.09309,1.09437,1.09306,1.09417,1.093715,0.00108000000000019
"2016-11-25 17:30:00",1.09417,1.09471,1.09377,1.09441,1.09424,0.000240000000000018
"2016-11-25 18:00:00",1.09441,1.09443,1.09351,1.09441,1.09397,0
"2016-11-25 18:30:00",1.09443,1.09443,1.0925,1.09309,1.093465,-0.00134000000000012
"2016-11-25 19:00:00",1.09308,1.09397,1.09259,1.09288,1.09328,-0.000199999999999978
"2016-11-25 19:30:00",1.09292,1.09358,1.09168,1.09204,1.09263,-0.000879999999999992
"2016-11-25 20:00:00",1.09203,1.09464,1.09196,1.09275,1.0933,0.000720000000000054
"2016-11-25 20:30:00",1.09276,1.0928,1.09101,1.09141,1.091905,-0.00134999999999996
"2016-11-25 21:00:00",1.09141,1.09148,1.08869,1.08937,1.090085,-0.00204000000000004
"2016-11-25 21:30:00",1.08938,1.08967,1.08871,1.08966,1.08919,0.000280000000000058
"2016-11-27 21:00:00",1.08966,1.09064,1.0893,1.08994,1.08997,0.000279999999999836
"2016-11-27 21:30:00",1.08995,1.09078,1.08936,1.09066,1.09007,0.000709999999999988
"2016-11-27 22:00:00",1.09066,1.09198,1.08945,1.08979,1.090715,-0.000869999999999926
"2016-11-27 22:30:00",1.0898,1.091,1.08707,1.08734,1.089035,-0.00246000000000013
"2016-11-27 23:00:00",1.08734,1.08926,1.0869,1.08913,1.08808,0.00178999999999996
"2016-11-27 23:30:00",1.08913,1.0907,1.08869,1.09007,1.089695,0.000940000000000163
"2016-11-28 00:00:00",1.09012,1.0903,1.08922,1.08977,1.08976,-0.000350000000000072
"2016-11-28 00:30:00",1.08978,1.09011,1.08861,1.0887,1.08936,-0.00107999999999997
"2016-11-28 01:00:00",1.08869,1.08907,1.08688,1.08713,1.087975,-0.00156000000000001
"2016-11-28 01:30:00",1.08713,1.09058,1.08645,1.09031,1.088515,0.00317999999999996
"2016-11-28 02:00:00",1.09032,1.09038,1.08767,1.08784,1.089025,-0.00248000000000004
"2016-11-28 02:30:00",1.08785,1.08861,1.08678,1.08683,1.087695,-0.00102000000000002
"2016-11-28 03:00:00",1.08684,1.08826,1.08672,1.08813,1.08749,0.00129000000000001
"2016-11-28 03:30:00",1.08813,1.08899,1.0876,1.0887,1.088295,0.000569999999999959
"2016-11-28 04:00:00",1.08869,1.08906,1.08796,1.08898,1.08851,0.000290000000000123
"2016-11-28 04:30:00",1.08898,1.08975,1.08839,1.08926,1.08907,0.000279999999999836
"2016-11-28 05:00:00",1.08926,1.09032,1.08888,1.09003,1.0896,0.000770000000000159
"2016-11-28 05:30:00",1.09007,1.09026,1.08928,1.08955,1.08977,-0.000520000000000076
"2016-11-28 06:00:00",1.08955,1.08957,1.08878,1.08903,1.089175,-0.000520000000000076
